,회원번호,조합원상태,주소,성별,연령,배송서비스신청여부,모바일알람여부,Gold_member,연령대,R,F,Score,고객등급
9885,788339712,정상회원,수지구-상현동,여,71.0,미신청,미수신,normal,70대,9,9,88791.20000000001,3
9886,788345280,정상회원,수지구-신봉동,여,52.0,미신청,수신,normal,50대,54,6,19742.0,4
9887,788519744,정상회원,수지구-풍덕천동,여,38.0,미신청,미수신,normal,30대,15,28,145509.5,3
9888,78872576,정상회원,수지구-풍덕천동,여,76.0,미신청,미수신,normal,70대,28,34,149787.00000000003,3
9889,788757312,정상회원,수지구-동천동,여,42.0,미신청,미수신,normal,40대,2,27,109588.70000000001,3
9890,788779584,정상회원,수지구-풍덕천동,남,62.0,미신청,미수신,VIP,60대,0,85,542249.1,2
9891,788809280,정상회원,수지구-동천동,여,63.0,미신청,미수신,normal,60대,118,2,35573.2,4
9892,789108096,정상회원,수지구-상현동,여,44.0,미신청,미수신,normal,40대,13,6,33921.100000000006,4
9893,789145216,정상회원,수지구-풍덕천동,여,41.0,미신청,미수신,normal,40대,138,2,17418.399999999998,4
9894,789271424,정상회원,수지구-성복동,여,39.0,미신청,미수신,normal,30대,237,1,8046.400000000001,5
9895,78956096,정상회원,수지구-상현동,여,42.0,미신청,미수신,normal,40대,22,12,46977.0,4
9896,789817088,정상회원,수지구-풍덕천동,여,47.0,미신청,미수신,normal,40대,193,1,3158.8,1
9897,789843072,정상회원,기타-기타,여,43.0,미신청,미수신,normal,40대,95,1,3035.0000000000005,1
9898,790145600,정상회원,수지구-풍덕천동,여,55.0,신청,미수신,normal,50대,4,37,275949.5,2
9899,790182720,정상회원,수지구-풍덕천동,여,45.0,미신청,미수신,normal,40대,16,32,167171.20000000004,2
9900,790255104,정상회원,분당구-정자동,여,38.0,미신청,미수신,normal,30대,237,2,16699.9,4
9901,790351616,정상회원,수지구-신봉동,여,75.0,미신청,미수신,normal,70대,51,4,25179.500000000004,4
9902,790670848,정상회원,기타-기타,여,46.0,미신청,미수신,normal,40대,81,1,1775.6000000000001,1
9903,790704256,정상회원,수지구-풍덕천동,여,43.0,신청,미수신,normal,40대,0,41,339636.7,2
9904,790728384,정상회원,수지구-풍덕천동,여,56.0,미신청,미수신,normal,50대,289,1,7188.400000000001,5
9905,791506048,정상회원,기타-기타,여,40.0,미신청,미수신,normal,40대,30,2,3896.8,1
9906,791550592,정상회원,수지구-상현동,여,48.0,미신청,미수신,normal,40대,115,5,-25915.800000000003,1
9907,791693504,정상회원,광주-기타,여,40.0,미신청,수신,normal,40대,29,7,44790.600000000006,4
9908,791756608,정상회원,수지구-풍덕천동,남,70.0,미신청,미수신,normal,70대,1,40,331611.7,2
9909,791949632,정상회원,수지구-풍덕천동,여,83.0,미신청,미수신,normal,80대,32,8,39122.8,4
9910,791951488,정상회원,분당구-분당동,여,39.0,미신청,미수신,normal,30대,291,1,2133.8,1
9911,792053568,정상회원,수원 영통구-기타,여,58.0,미신청,미수신,normal,50대,93,7,43431.0,4
9912,792073984,정상회원,기타-기타,여,42.0,미신청,미수신,normal,40대,64,6,17212.6,4
9913,792168640,정상회원,기타-율동,여,37.0,미신청,미수신,normal,30대,153,4,7229.700000000001,5
9914,792202048,정상회원,수원 장안구-기타,여,37.0,미신청,미수신,normal,30대,31,1,3819.8,1
9915,792363520,정상회원,수지구-신봉동,여,46.0,미신청,미수신,normal,40대,69,2,8020.300000000001,5
9916,792573248,정상회원,수지구-상현동,여,71.0,미신청,미수신,normal,70대,6,6,61874.4,3
9917,792615936,정상회원,수지구-신봉동,여,67.0,미신청,미수신,normal,60대,176,2,11243.000000000002,5
9918,792851648,정상회원,분당구-금곡동,여,55.0,미신청,미수신,normal,50대,174,2,8678.4,5
9919,793319360,정상회원,수지구-상현동,여,46.0,미신청,미수신,normal,40대,77,9,43206.4,4
9920,793675712,정상회원,수지구-성복동,여,65.0,미신청,미수신,normal,60대,50,8,70552.2,3
9921,793859456,정상회원,수지구-죽전동,여,39.0,미신청,미수신,normal,30대,259,1,1530.6,1
9922,793959680,정상회원,분당구-삼평동,여,62.0,미신청,미수신,normal,60대,50,3,16297.1,4
9923,793989376,정상회원,기타-기타,여,39.0,미신청,미수신,normal,30대,296,1,25334.7,4
9924,79401536,정상회원,분당구-백현동,여,52.0,미신청,미수신,normal,50대,211,3,32789.2,4
9925,794243648,정상회원,수지구-신봉동,여,65.0,신청,미수신,normal,60대,0,25,224108.30000000002,2
9926,794316032,정상회원,분당구-구미동,여,42.0,미신청,수신,normal,40대,244,1,21368.7,4
9927,79436800,정상회원,수지구-풍덕천동,여,48.0,미신청,수신,normal,40대,2,51,470617.10000000003,2
9928,79451648,정상회원,수지구-동천동,여,51.0,신청,미수신,normal,50대,39,25,161987.8,2
9929,794683520,정상회원,수지구-신봉동,여,44.0,미신청,미수신,normal,40대,11,16,216635.5,2
9930,79473920,정상회원,수지구-풍덕천동,여,58.0,미신청,미수신,normal,50대,39,14,91934.90000000001,3
9931,794755904,정상회원,수지구-신봉동,여,36.0,미신청,미수신,normal,30대,3,52,451930.69999999995,2
9932,794800448,정상회원,수지구-풍덕천동,여,37.0,미신청,미수신,normal,30대,171,8,95212.7,3
9933,795051008,정상회원,수지구-풍덕천동,남,39.0,미신청,미수신,normal,30대,241,6,51966.3,4
9934,795149376,정상회원,수지구-풍덕천동,여,40.0,미신청,미수신,normal,40대,6,27,74047.1,3
9935,795240320,정상회원,기흥구-언남동,여,37.0,미신청,미수신,normal,30대,141,1,2829.6000000000004,1
9936,795346112,정상회원,수지구-죽전동,여,57.0,미신청,미수신,normal,50대,11,2,4515.3,5
9937,79561152,정상회원,수지구-상현동,여,45.0,미신청,미수신,normal,40대,70,1,10652.5,5
9938,795732160,정상회원,수지구-성복동,여,37.0,미신청,미수신,normal,30대,157,2,28057.100000000002,4
9939,795778560,정상회원,기흥구-중동,여,72.0,미신청,미수신,normal,70대,246,5,32013.300000000003,4
9940,796003136,정상회원,수지구-동천동,여,39.0,신청,미수신,normal,30대,16,16,322656.0,2
9941,796034688,정상회원,기흥구-중동,여,41.0,미신청,미수신,normal,40대,146,1,4550.900000000001,5
9942,796133056,정상회원,수지구-상현동,여,51.0,미신청,미수신,normal,50대,28,10,49540.200000000004,4
9943,796446720,정상회원,수지구-상현동,여,45.0,미신청,미수신,normal,40대,168,5,47773.5,4
9944,796584064,정상회원,기타-기타,여,76.0,미신청,미수신,normal,70대,6,3,21593.500000000004,4
9945,796658304,정상회원,기흥구-중동,여,65.0,미신청,미수신,normal,60대,6,9,49316.5,4
9946,796990528,정상회원,수지구-상현동,여,52.0,미신청,미수신,normal,50대,29,21,140478.4,3
9947,797155712,정상회원,수정구-신흥동,여,36.0,미신청,미수신,normal,30대,252,2,15240.2,4
9948,797296768,정상회원,수지구-신봉동,여,60.0,미신청,미수신,VIP,60대,4,59,262483.7,2
9949,797309760,정상회원,수지구-성복동,여,44.0,신청,미수신,normal,40대,72,5,163103.9,2
9950,797367296,정상회원,수지구-풍덕천동,여,65.0,신청,미수신,normal,60대,2,26,255882.0,2
9951,797539904,정상회원,수지구-신봉동,여,38.0,미신청,미수신,normal,30대,27,3,10483.6,5
9952,79783872,정상회원,기타-기타,여,53.0,미신청,미수신,normal,50대,12,1,1589.5000000000002,1
9953,797899968,정상회원,수지구-신봉동,여,63.0,신청,미수신,normal,60대,4,32,355247.6,2
9954,798265600,정상회원,수지구-신봉동,여,49.0,미신청,미수신,normal,40대,7,1,11714.6,5
9955,798299008,정상회원,기흥구-보정동,여,59.0,미신청,미수신,normal,50대,25,11,78601.40000000001,3
9956,798310144,정상회원,수원 영통구-기타,여,41.0,미신청,미수신,normal,40대,81,1,25706.0,4
9957,798317568,정상회원,수지구-기타,남,43.0,미신청,미수신,normal,40대,43,2,5807.700000000001,5
9958,798365824,정상회원,수지구-풍덕천동,여,73.0,미신청,미수신,normal,70대,82,1,1966.5000000000002,1
9959,798490176,정상회원,수지구-풍덕천동,여,63.0,미신청,미수신,normal,60대,16,7,24276.5,4
9960,798510592,정상회원,수지구-신봉동,여,38.0,미신청,미수신,normal,30대,63,5,41027.0,4
9961,798518016,정상회원,수지구-동천동,여,47.0,미신청,미수신,normal,40대,242,1,923.3,1
9962,798757440,정상회원,수지구-신봉동,여,57.0,미신청,미수신,normal,50대,15,1,991.4,1
9963,799085952,정상회원,수지구-상현동,여,40.0,미신청,미수신,normal,40대,56,7,77097.70000000001,3
9964,799089664,정상회원,수지구-풍덕천동,여,37.0,신청,미수신,normal,30대,6,30,309018.4,2
9965,799429312,정상회원,수지구-상현동,여,73.0,미신청,미수신,normal,70대,173,3,9138.6,5
9966,799505408,정상회원,수지구-성복동,여,42.0,미신청,미수신,normal,40대,75,3,9358.4,5
9967,799583360,정상회원,기타-기타,여,62.0,미신청,미수신,normal,60대,189,1,7333.200000000001,5
9968,799611200,정상회원,분당구-정자동,여,46.0,미신청,미수신,normal,40대,100,1,20263.100000000002,4
9969,799770816,정상회원,수지구-풍덕천동,여,48.0,미신청,미수신,normal,40대,3,14,97805.70000000001,3
9970,799776384,정상회원,기흥구-동백동,여,36.0,미신청,미수신,normal,30대,89,1,8933.199999999999,5
9971,799950848,정상회원,수지구-신봉동,여,42.0,미신청,수신,normal,40대,183,2,2932.1,1
9972,800182848,정상회원,기타-기타,여,46.0,미신청,미수신,normal,40대,7,2,34873.3,4
9973,800219968,정상회원,수지구-상현동,여,41.0,신청,미수신,normal,40대,6,17,216988.50000000003,2
9974,800589312,정상회원,기타-기타,여,39.0,미신청,미수신,normal,30대,25,1,2213.6000000000004,1
9975,80080832,정상회원,수지구-성복동,여,67.0,미신청,미수신,normal,60대,23,9,118007.00000000001,3
9976,800826880,정상회원,수지구-상현동,여,42.0,미신청,미수신,normal,40대,2,46,312023.2,2
9977,800934528,정상회원,분당구-서현동,남,43.0,미신청,미수신,normal,40대,217,2,19156.3,4
9978,800992064,정상회원,수원 영통구-기타,여,36.0,미신청,미수신,normal,30대,52,5,27362.700000000004,4
9979,801090432,정상회원,수지구-성복동,여,42.0,미신청,미수신,normal,40대,61,1,3045.2000000000003,1
9980,801242624,정상회원,수지구-풍덕천동,여,72.0,미신청,미수신,normal,70대,105,3,27843.000000000004,4
9981,80136512,정상회원,수지구-상현동,여,73.0,미신청,미수신,normal,70대,143,2,12133.300000000001,5
9982,801422656,정상회원,수원 장안구-정자동,여,43.0,미신청,미수신,normal,40대,6,19,151541.10000000003,3
9983,801469056,정상회원,수지구-풍덕천동,여,38.0,미신청,미수신,normal,30대,9,10,68229.5,3
9984,801604544,정상회원,수지구-죽전동,여,39.0,신청,미수신,normal,30대,9,33,217752.8,2
9985,801699200,정상회원,수지구-풍덕천동,여,43.0,미신청,미수신,normal,40대,173,2,20317.899999999998,4
9986,801701056,정상회원,수지구-풍덕천동,여,39.0,신청,미수신,normal,30대,2,23,269136.70000000007,2
9987,801936768,정상회원,기타-기타,여,42.0,미신청,미수신,normal,40대,6,16,102871.40000000001,3
9988,802194752,정상회원,수지구-신봉동,여,62.0,미신청,미수신,normal,60대,41,3,17371.800000000003,4
9989,802209600,정상회원,수지구-풍덕천동,여,39.0,미신청,미수신,normal,30대,51,5,21855.800000000003,4
9990,802218880,정상회원,수지구-신봉동,여,37.0,미신청,미수신,normal,30대,50,28,157934.2,3
9991,802393344,정상회원,수지구-상현동,여,39.0,미신청,미수신,normal,30대,17,7,46593.8,4
9992,802591936,정상회원,수지구-풍덕천동,여,66.0,미신청,미수신,normal,60대,13,34,153541.10000000003,3
9993,802658752,정상회원,수지구-상현동,여,44.0,미신청,미수신,normal,40대,109,5,32743.600000000002,4
9994,802723712,정상회원,기타-기타,여,47.0,미신청,미수신,normal,40대,265,1,2907.2000000000003,1
9995,802987264,정상회원,분당구-금곡동,여,38.0,미신청,미수신,normal,30대,25,2,5583.500000000001,5
9996,803117184,정상회원,수지구-성복동,여,49.0,미신청,미수신,normal,40대,237,1,2762.4000000000005,1
9997,803143168,정상회원,수지구-신봉동,여,41.0,미신청,수신,normal,40대,7,62,417963.30000000005,2
9998,803184000,정상회원,수지구-풍덕천동,여,48.0,미신청,미수신,normal,40대,265,1,7884.8,5
9999,803364032,정상회원,수지구-성복동,여,54.0,미신청,미수신,normal,50대,141,1,52183.200000000004,4
10000,803388160,정상회원,수지구-풍덕천동,여,62.0,미신청,미수신,normal,60대,54,1,5420.900000000001,5
10001,803846592,정상회원,수지구-신봉동,여,47.0,미신청,미수신,normal,40대,142,4,40008.6,4
10002,804067456,정상회원,수원 영통구-기타,여,41.0,미신청,수신,normal,40대,124,2,6089.800000000001,5
10003,804071168,정상회원,수원 영통구-기타,남,81.0,미신청,미수신,normal,80대,7,18,101475.29999999999,3
10004,804375552,정상회원,수지구-풍덕천동,여,52.0,미신청,미수신,normal,50대,135,1,5013.8,5
10005,804535168,정상회원,수지구-상현동,여,56.0,미신청,미수신,normal,50대,26,5,29896.9,4
10006,804588992,정상회원,수지구-신봉동,여,46.0,미신청,미수신,normal,40대,72,19,141498.1,3
10007,804614976,정상회원,수원 영통구-기타,남,48.0,미신청,미수신,normal,40대,277,1,1755.2,1
10008,804759744,정상회원,수지구-상현동,여,66.0,미신청,미수신,normal,60대,2,39,460962.30000000005,2
10009,804808000,정상회원,수지구-신봉동,여,42.0,미신청,미수신,normal,40대,4,41,591065.1000000001,2
10010,804811712,정상회원,서울 강남구-기타,여,39.0,미신청,미수신,normal,30대,19,6,37671.700000000004,4
10011,804884096,정상회원,처인구-김량장동,여,38.0,미신청,미수신,normal,30대,210,1,3842.9000000000005,1
10012,805038144,정상회원,수지구-상현동,여,42.0,미신청,미수신,normal,40대,34,10,52294.40000000001,4
10013,805067840,정상회원,수지구-풍덕천동,여,38.0,미신청,미수신,normal,30대,6,33,289595.70000000007,2
10014,805362944,정상회원,수지구-풍덕천동,여,73.0,미신청,미수신,normal,70대,2,57,441980.5,2
10015,805400064,정상회원,수지구-동천동,여,47.0,신청,미수신,normal,40대,4,20,161580.8,2
10016,805472448,정상회원,수지구-상현동,남,56.0,미신청,미수신,normal,50대,60,3,13766.5,5
10017,805600512,정상회원,수원 영통구-기타,여,34.0,미신청,미수신,normal,30대,19,8,37404.700000000004,4
10018,805799104,정상회원,수지구-신봉동,여,43.0,미신청,미수신,normal,40대,7,52,507600.7,2
10019,805867776,정상회원,기타-기타,남,47.0,미신청,미수신,normal,40대,6,27,159400.70000000004,3
10020,805895616,정상회원,수지구-성복동,여,40.0,미신청,미수신,normal,40대,121,1,6779.6,5
10021,805934592,정상회원,수지구-동천동,여,39.0,미신청,미수신,normal,30대,67,1,12845.0,5
10022,805990272,정상회원,수지구-상현동,여,46.0,미신청,미수신,normal,40대,120,6,46524.600000000006,4
10023,806420864,정상회원,기타-기타,여,38.0,미신청,미수신,normal,30대,42,5,38583.700000000004,4
10024,806428288,정상회원,수지구-풍덕천동,여,37.0,신청,미수신,normal,30대,9,30,359612.7,2
10025,806547072,정상회원,기타-기타,여,34.0,미신청,수신,normal,30대,106,2,6439.6,5
10026,806617600,정상회원,수지구-풍덕천동,여,50.0,미신청,미수신,normal,50대,18,33,573485.7000000001,2
10027,806708544,정상회원,수지구-성복동,여,45.0,미신청,미수신,normal,40대,0,23,525092.1000000001,2
10028,806803200,정상회원,서울 강남구-기타,여,68.0,미신청,미수신,normal,60대,259,1,2832.2000000000007,1
10029,806938688,정상회원,수지구-풍덕천동,여,53.0,미신청,미수신,normal,50대,0,14,63286.2,3
10030,807532608,정상회원,분당구-백현동,여,38.0,미신청,미수신,normal,30대,266,2,9186.400000000001,5
10031,807569728,정상회원,수지구-풍덕천동,여,70.0,미신청,미수신,normal,70대,11,7,53633.2,4
10032,807901952,정상회원,화성-기타,여,36.0,미신청,미수신,normal,30대,141,2,11329.500000000002,5
10033,807905664,정상회원,수지구-풍덕천동,여,45.0,미신청,미수신,normal,40대,33,2,2939.1,1
10034,80810240,정상회원,기타-기타,여,63.0,미신청,미수신,normal,60대,39,2,10479.7,5
10035,808117248,정상회원,기타-기타,여,49.0,미신청,미수신,normal,40대,31,4,34298.299999999996,4
10036,808258304,정상회원,수지구-풍덕천동,여,37.0,신청,미수신,normal,30대,12,31,252577.3,2
10037,808278720,정상회원,수지구-동천동,여,63.0,미신청,미수신,normal,60대,60,13,94251.5,3
10038,808295424,정상회원,기타-기타,남,45.0,미신청,미수신,normal,40대,220,1,22601.100000000002,4
10039,808456896,정상회원,수지구-풍덕천동,여,39.0,신청,미수신,normal,30대,7,30,250688.1,2
10040,808649920,정상회원,수지구-신봉동,여,70.0,신청,미수신,normal,70대,7,15,148943.6,3
10041,809024832,정상회원,수지구-풍덕천동,여,48.0,미신청,미수신,normal,40대,274,1,1372.9,1
10042,809355200,정상회원,수지구-성복동,여,54.0,신청,미수신,normal,50대,4,35,504220.10000000003,2
10043,809433152,정상회원,수지구-풍덕천동,여,31.0,미신청,미수신,normal,30대,76,1,1891.9,1
10044,809514816,정상회원,수지구-신봉동,여,50.0,미신청,미수신,normal,50대,51,8,28205.500000000004,4
10045,809568640,정상회원,수지구-상현동,여,57.0,미신청,미수신,normal,50대,24,19,142239.30000000002,3
10046,809587200,정상회원,분당구-구미동,여,54.0,미신청,미수신,normal,50대,145,1,1220.4,1
10047,809963968,정상회원,수지구-상현동,여,47.0,신청,미수신,normal,40대,40,23,157398.5,3
10048,810008512,정상회원,기타-기타,여,37.0,미신청,미수신,normal,30대,7,12,101810.70000000001,3
10049,810194112,정상회원,수지구-풍덕천동,여,48.0,미신청,미수신,normal,40대,74,1,2428.5000000000005,1
10050,810281344,정상회원,수지구-신봉동,여,48.0,미신청,미수신,normal,40대,38,1,47466.50000000001,4
10051,810461376,정상회원,기흥구-중동,여,43.0,미신청,수신,normal,40대,11,72,540319.8999999999,2
10052,810491072,정상회원,수지구-신봉동,여,73.0,미신청,미수신,normal,70대,12,32,303286.4,2
10053,810763904,정상회원,기타-기타,여,66.0,신청,미수신,normal,60대,40,17,138636.30000000002,3
10054,810992192,정상회원,수지구-신봉동,여,46.0,미신청,미수신,normal,40대,9,17,72658.40000000001,3
10055,811311424,정상회원,수지구-풍덕천동,여,41.0,미신청,미수신,normal,40대,271,1,1718.6000000000001,1
10056,811313280,정상회원,수지구-상현동,여,52.0,미신청,미수신,normal,50대,160,5,52370.3,4
10057,811441344,정상회원,수지구-성복동,여,71.0,미신청,수신,normal,70대,63,2,31339.3,4
10058,811493312,정상회원,수지구-동천동,여,42.0,미신청,미수신,normal,40대,42,6,34295.200000000004,4
10059,811582400,정상회원,수지구-죽전동,여,38.0,미신청,미수신,normal,30대,251,1,29866.600000000002,4
10060,811641792,정상회원,수지구-풍덕천동,여,62.0,미신청,미수신,normal,60대,19,16,88483.90000000001,3
10061,811690048,정상회원,수지구-성복동,여,54.0,미신청,미수신,normal,50대,10,7,27375.1,4
10062,811845952,정상회원,수지구-풍덕천동,여,48.0,미신청,미수신,normal,40대,12,2,54749.0,4
10063,811940608,정상회원,기타-기타,여,43.0,미신청,미수신,normal,40대,16,18,80367.4,3
10064,812048256,정상회원,수지구-풍덕천동,여,49.0,미신청,미수신,normal,40대,20,3,18366.100000000002,4
10065,812204160,정상회원,수지구-상현동,여,49.0,미신청,미수신,normal,40대,77,2,24149.5,4
10066,812378624,정상회원,분당구-금곡동,여,40.0,미신청,미수신,normal,40대,48,5,15073.1,4
10067,812484416,정상회원,기타-기타,여,74.0,미신청,미수신,normal,70대,130,3,9610.7,5
10068,812861184,정상회원,수지구-동천동,여,51.0,미신청,미수신,normal,50대,69,5,35741.600000000006,4
10069,813007808,정상회원,기흥구-마북동,여,39.0,미신청,미수신,normal,30대,5,2,14318.7,5
10070,813150720,정상회원,수지구-상현동,여,37.0,미신청,미수신,normal,30대,241,2,11414.700000000003,5
10071,813219392,정상회원,수지구-동천동,여,48.0,미신청,미수신,normal,40대,40,4,37971.6,4
10072,813243520,정상회원,수지구-풍덕천동,여,41.0,미신청,미수신,normal,40대,9,7,18454.199999999997,4
10073,813328896,정상회원,수원 장안구-기타,여,54.0,미신청,미수신,normal,50대,302,1,1670.9,1
10074,813581312,정상회원,수지구-동천동,여,41.0,신청,미수신,normal,40대,20,17,152030.30000000002,3
10075,81376320,정상회원,수지구-동천동,여,59.0,신청,미수신,normal,50대,7,32,179203.5,2
10076,813911680,정상회원,수지구-동천동,여,46.0,미신청,미수신,normal,40대,116,5,21790.7,4
10077,814193792,정상회원,수지구-동천동,여,46.0,미신청,미수신,normal,40대,65,1,4652.0,5
10078,814427648,정상회원,수지구-풍덕천동,여,36.0,미신청,수신,normal,30대,3,58,335624.9,2
10079,814581696,정상회원,분당구-정자동,여,41.0,미신청,미수신,normal,40대,196,2,5608.200000000001,5
10080,814895360,정상회원,수지구-풍덕천동,여,38.0,미신청,미수신,normal,30대,86,3,10274.300000000001,5
10081,815058688,정상회원,분당구-백현동,여,40.0,미신청,미수신,normal,40대,18,3,25687.100000000002,4
10082,815138496,정상회원,수지구-풍덕천동,여,59.0,미신청,미수신,normal,50대,40,8,68142.8,3
10083,815162624,정상회원,수지구-동천동,여,55.0,미신청,미수신,normal,50대,91,1,2040.6000000000001,1
10084,815353792,정상회원,기타-기타,여,40.0,미신청,미수신,normal,40대,290,1,2746.5000000000005,1
10085,815374208,정상회원,수지구-풍덕천동,여,41.0,미신청,미수신,normal,40대,5,2,9571.5,5
10086,815463296,정상회원,수지구-풍덕천동,여,46.0,미신청,미수신,normal,40대,9,26,271048.3,2
10087,815606208,정상회원,수지구-풍덕천동,여,55.0,미신청,미수신,normal,50대,14,12,137445.8,3
10088,815689728,정상회원,화성-보라동,여,41.0,미신청,미수신,normal,40대,93,2,71342.70000000001,3
10089,815776960,정상회원,수지구-풍덕천동,여,58.0,미신청,미수신,normal,50대,10,9,38594.1,4
10090,815797376,정상회원,수지구-풍덕천동,여,54.0,미신청,미수신,normal,50대,5,12,55749.3,4
10091,816012672,정상회원,수지구-풍덕천동,여,40.0,미신청,수신,VIP,40대,2,78,335303.20000000007,2
10092,816157440,정상회원,수지구-죽전동,여,40.0,미신청,미수신,normal,40대,85,8,76467.7,3
10093,816370880,탈퇴,수지구-풍덕천동,여,59.0,미신청,미수신,normal,50대,159,6,26525.7,4
10094,816660416,정상회원,수지구-풍덕천동,여,46.0,미신청,미수신,normal,40대,2,4,17383.4,4
10095,816725376,정상회원,수지구-상현동,여,42.0,미신청,미수신,normal,40대,39,1,1673.4,1
10096,816745792,정상회원,분당구-정자동,여,54.0,미신청,미수신,normal,50대,258,1,1684.1,1
10097,816807040,정상회원,수지구-풍덕천동,여,40.0,미신청,미수신,normal,40대,146,4,33383.799999999996,4
10098,816831168,정상회원,분당구-정자동,여,38.0,미신청,미수신,normal,30대,164,3,38125.3,4
10099,816922112,정상회원,수지구-풍덕천동,여,45.0,미신청,미수신,normal,40대,60,14,195566.2,2
10100,81704832,정상회원,분당구-정자동,여,54.0,미신청,미수신,normal,50대,2,20,157025.0,3
10101,817065024,정상회원,수지구-상현동,여,43.0,미신청,미수신,normal,40대,31,11,126690.0,3
10102,817139264,정상회원,수지구-풍덕천동,여,40.0,미신청,미수신,normal,40대,9,4,11982.900000000001,5
10103,817144832,정상회원,수지구-풍덕천동,여,45.0,미신청,수신,normal,40대,5,38,234868.7,2
10104,817517888,정상회원,분당구-구미동,여,52.0,미신청,미수신,normal,50대,133,2,17420.3,4
10105,817616256,정상회원,수원 영통구-기타,남,35.0,미신청,미수신,normal,30대,62,3,45852.3,4
10106,817631104,정상회원,기흥구-보정동,남,25.0,미신청,미수신,normal,20대,3,16,-21188.500000000004,1
10107,817779584,정상회원,수지구-상현동,여,44.0,미신청,미수신,normal,40대,95,1,12759.8,5
10108,817787008,정상회원,수지구-신봉동,남,39.0,신청,미수신,normal,30대,30,20,236579.80000000002,2
10109,817916928,정상회원,수지구-상현동,여,48.0,미신청,미수신,normal,40대,0,18,104915.8,3
10110,817931776,정상회원,수지구-신봉동,여,43.0,미신청,미수신,normal,40대,16,6,39281.4,4
10111,818373504,정상회원,수지구-신봉동,여,51.0,미신청,미수신,normal,50대,96,2,32057.0,4
10112,818397632,정상회원,수지구-풍덕천동,여,37.0,미신청,미수신,normal,30대,57,8,87360.5,3
10113,818466304,정상회원,기타-기타,여,38.0,미신청,미수신,normal,30대,44,17,66689.90000000001,3
10114,818666752,정상회원,분당구-백현동,여,42.0,미신청,미수신,normal,40대,289,1,6652.400000000001,5
10115,818813376,정상회원,수지구-신봉동,여,48.0,미신청,미수신,normal,40대,24,16,91239.20000000001,3
10116,818870912,정상회원,수지구-상현동,여,45.0,미신청,미수신,normal,40대,3,6,47402.100000000006,4
10117,818928448,정상회원,수지구-풍덕천동,여,38.0,미신청,미수신,normal,30대,43,6,27165.7,4
10118,818976704,정상회원,기흥구-구갈동,여,39.0,미신청,미수신,normal,30대,24,1,6119.1,5
10119,818987840,정상회원,수지구-신봉동,여,38.0,미신청,미수신,normal,30대,198,8,78471.8,3
10120,819034240,정상회원,수지구-풍덕천동,여,57.0,미신청,미수신,normal,50대,58,6,57225.200000000004,4
10121,819073216,정상회원,수지구-상현동,여,44.0,미신청,미수신,normal,40대,19,15,50921.600000000006,4
10122,819238400,정상회원,수지구-동천동,여,41.0,신청,미수신,normal,40대,31,15,120717.2,3
10123,819327488,정상회원,수지구-죽전동,여,43.0,미신청,수신,normal,40대,183,1,3851.0000000000005,1
10124,819336768,정상회원,수지구-풍덕천동,여,47.0,미신청,미수신,normal,40대,139,4,14011.5,5
10125,819349760,정상회원,수지구-풍덕천동,여,38.0,미신청,미수신,normal,30대,28,30,576121.4,2
10126,819355328,정상회원,수지구-풍덕천동,여,41.0,미신청,미수신,normal,40대,3,8,32239.9,4
10127,819398016,정상회원,수지구-신봉동,여,44.0,미신청,미수신,normal,40대,1,6,21136.7,4
10128,819724672,정상회원,수지구-풍덕천동,여,41.0,미신청,미수신,normal,40대,235,1,1461.4,1
10129,819733952,정상회원,수지구-신봉동,여,52.0,미신청,미수신,normal,50대,4,5,22207.5,4
10130,819769216,정상회원,수지구-동천동,여,42.0,미신청,미수신,normal,40대,1,45,330646.4,2
10131,819804480,정상회원,기흥구-마북동,여,41.0,미신청,미수신,normal,40대,106,1,3720.9,1
10132,819834176,정상회원,수지구-풍덕천동,여,38.0,미신청,미수신,normal,30대,44,17,94678.30000000002,3
10133,819869440,정상회원,수지구-동천동,여,49.0,미신청,미수신,normal,40대,25,11,74924.6,3
10134,819871296,정상회원,수지구-풍덕천동,남,37.0,미신청,수신,VIP,30대,0,121,911269.5000000001,2
10135,820179392,정상회원,기흥구-죽전동,여,49.0,미신청,미수신,normal,40대,18,3,13855.900000000001,5
10136,820335296,정상회원,수지구-성복동,여,55.0,미신청,미수신,normal,50대,201,2,13571.100000000002,5
10137,820856832,정상회원,수지구-풍덕천동,여,39.0,미신청,미수신,normal,30대,38,13,55794.5,4
10138,821036864,정상회원,수지구-풍덕천동,여,47.0,미신청,미수신,normal,40대,236,2,4409.400000000001,5
10139,821305984,정상회원,수지구-풍덕천동,여,37.0,미신청,미수신,normal,30대,12,12,75312.8,3
10140,821328256,정상회원,수지구-풍덕천동,여,36.0,미신청,미수신,normal,30대,84,2,25322.2,4
10141,821395072,정상회원,수지구-신봉동,여,39.0,미신청,미수신,normal,30대,90,6,46686.00000000001,4
10142,821402496,정상회원,화성-기타,여,43.0,미신청,미수신,normal,40대,84,2,16669.0,4
10143,821573248,정상회원,수지구-풍덕천동,여,44.0,미신청,미수신,normal,40대,230,11,31637.5,4
10144,821744000,정상회원,수지구-기타,여,40.0,미신청,미수신,normal,40대,22,2,9834.0,5
10145,821885056,정상회원,수지구-풍덕천동,여,63.0,미신청,미수신,VIP,60대,0,113,1162557.9,2
